ensembl_id,ensembl_base_id,gene_symbol,gene_description
ENSG00000205922.5,ENSG00000205922,ONECUT3,NA
ENSG00000205927.5,ENSG00000205927,OLIG2,NA
ENSG00000205929.11,ENSG00000205929,C21orf62,NA
ENSG00000205930.10,ENSG00000205930,C21orf62-AS1,NA
ENSG00000205937.12,ENSG00000205937,RNPS1,NA
ENSG00000205940.8,ENSG00000205940,HSP90AB2P,NA
ENSG00000205955.4,ENSG00000205955,HSP90AA5P,NA
ENSG00000205959.4,ENSG00000205959,AC105345.1,NA
ENSG00000205978.6,ENSG00000205978,NYNRIN,NA
ENSG00000205981.8,ENSG00000205981,DNAJC19,NA
ENSG00000206013.2,ENSG00000206013,IFITM5,NA
ENSG00000206026.7,ENSG00000206026,SMIM21,NA
ENSG00000206043.7,ENSG00000206043,C18orf63,NA
ENSG00000206052.11,ENSG00000206052,DOK6,NA
ENSG00000206053.13,ENSG00000206053,JPT2,NA
ENSG00000206073.11,ENSG00000206073,SERPINB4,NA
ENSG00000206075.14,ENSG00000206075,SERPINB5,NA
ENSG00000206077.13,ENSG00000206077,ZDHHC11B,NA
ENSG00000206113.11,ENSG00000206113,CFAP99,NA
ENSG00000206120.11,ENSG00000206120,EGFEM1P,NA
ENSG00000206127.11,ENSG00000206127,GOLGA8O,NA
ENSG00000206140.11,ENSG00000206140,TMEM191C,NA
ENSG00000206145.8,ENSG00000206145,P2RX6P,NA
ENSG00000206147.5,ENSG00000206147,RPL23AP57,NA
ENSG00000206149.10,ENSG00000206149,HERC2P9,NA
ENSG00000206159.11,ENSG00000206159,GYG2P1,NA
ENSG00000206168.1,ENSG00000206168,Z69890.1,NA
ENSG00000206172.8,ENSG00000206172,HBA1,NA
ENSG00000206177.7,ENSG00000206177,HBM,NA
ENSG00000206181.6,ENSG00000206181,ELOA2,NA
ENSG00000206190.12,ENSG00000206190,ATP10A,NA
ENSG00000206192.7,ENSG00000206192,ANKRD20A9P,NA
ENSG00000206195.11,ENSG00000206195,DUXAP8,NA
ENSG00000206228.4,ENSG00000206228,HNRNPA1P4,NA
ENSG00000206337.12,ENSG00000206337,HCP5,NA
ENSG00000206341.7,ENSG00000206341,HLA-H,NA
ENSG00000206344.7,ENSG00000206344,HCG27,NA
ENSG00000206384.10,ENSG00000206384,COL6A6,NA
ENSG00000206417.8,ENSG00000206417,H1-10-AS1,NA
ENSG00000206418.4,ENSG00000206418,RAB12,NA
ENSG00000206432.4,ENSG00000206432,TMEM200C,NA
ENSG00000206503.13,ENSG00000206503,HLA-A,NA
ENSG00000206527.10,ENSG00000206527,HACD2,NA
ENSG00000206530.11,ENSG00000206530,CFAP44,NA
ENSG00000206535.8,ENSG00000206535,LNP1,NA
ENSG00000206538.9,ENSG00000206538,VGLL3,NA
ENSG00000206549.13,ENSG00000206549,AC109583.1,NA
ENSG00000206557.6,ENSG00000206557,TRIM71,NA
ENSG00000206559.8,ENSG00000206559,ZCWPW2,NA
ENSG00000206560.11,ENSG00000206560,ANKRD28,NA
ENSG00000206561.13,ENSG00000206561,COLQ,NA
ENSG00000206562.12,ENSG00000206562,METTL6,NA
ENSG00000206567.10,ENSG00000206567,AC022007.1,NA
ENSG00000206573.9,ENSG00000206573,THUMPD3-AS1,NA
ENSG00000206579.9,ENSG00000206579,XKR4,NA
ENSG00000206612.1,ENSG00000206612,SNORA2A,NA
ENSG00000206633.1,ENSG00000206633,SNORA80B,NA
ENSG00000206634.1,ENSG00000206634,SNORA22,NA
ENSG00000206674.1,ENSG00000206674,RNU6-945P,NA
ENSG00000206685.1,ENSG00000206685,RNU6-1189P,NA
ENSG00000206712.1,ENSG00000206712,RNU6-26P,NA
ENSG00000206728.1,ENSG00000206728,Y_RNA,NA
ENSG00000206754.1,ENSG00000206754,SNORD101,NA
ENSG00000206762.1,ENSG00000206762,RNU6-418P,NA
ENSG00000206815.1,ENSG00000206815,RNU6-483P,NA
ENSG00000206820.1,ENSG00000206820,RNU1-138P,NA
ENSG00000206828.1,ENSG00000206828,RNVU1-30,NA
ENSG00000206838.1,ENSG00000206838,SNORA5A,NA
ENSG00000206869.1,ENSG00000206869,SNORA70F,NA
ENSG00000206878.1,ENSG00000206878,AL713899.1,NA
ENSG00000206897.1,ENSG00000206897,SNORA9B,NA
ENSG00000206913.1,ENSG00000206913,AP000577.1,NA
ENSG00000206924.1,ENSG00000206924,RNU6-689P,NA
ENSG00000206964.1,ENSG00000206964,Y_RNA,NA
ENSG00000206991.1,ENSG00000206991,RNU6-610P,NA
ENSG00000206992.1,ENSG00000206992,RNU6-574P,NA
ENSG00000207003.1,ENSG00000207003,RNU6-611P,NA
ENSG00000207031.1,ENSG00000207031,SNORD59A,NA
ENSG00000207037.1,ENSG00000207037,RNU6-339P,NA
ENSG00000207088.1,ENSG00000207088,SNORA7B,NA
ENSG00000207146.1,ENSG00000207146,Y_RNA,NA
ENSG00000207175.1,ENSG00000207175,RNU1-67P,NA
ENSG00000207186.1,ENSG00000207186,RNA5SP122,NA
ENSG00000207291.1,ENSG00000207291,RNU6-30P,NA
ENSG00000207340.1,ENSG00000207340,RNVU1-1,NA
ENSG00000207342.1,ENSG00000207342,Y_RNA,NA
ENSG00000207359.1,ENSG00000207359,RNU6-925P,NA
ENSG00000207425.1,ENSG00000207425,Y_RNA,NA
ENSG00000207445.1,ENSG00000207445,SNORD15B,NA
ENSG00000207523.1,ENSG00000207523,SNORA66,NA
ENSG00000207525.1,ENSG00000207525,Y_RNA,NA
ENSG00000207547.1,ENSG00000207547,MIR25,NA
ENSG00000207554.1,ENSG00000207554,MIR647,NA
ENSG00000207561.1,ENSG00000207561,MIR635,NA
ENSG00000207563.1,ENSG00000207563,MIR23B,NA
ENSG00000207577.1,ENSG00000207577,MIR587,NA
ENSG00000207607.3,ENSG00000207607,MIR200A,NA
ENSG00000207631.1,ENSG00000207631,MIR641,NA
ENSG00000207650.1,ENSG00000207650,MIR570,NA
ENSG00000207696.1,ENSG00000207696,MIR659,NA
ENSG00000207697.1,ENSG00000207697,MIR573,NA
ENSG00000207721.1,ENSG00000207721,MIR186,NA
ENSG00000207730.3,ENSG00000207730,MIR200B,NA
ENSG00000207741.1,ENSG00000207741,MIR590,NA
ENSG00000207744.1,ENSG00000207744,MIR10B,NA
ENSG00000207751.3,ENSG00000207751,AP000553.1,NA
ENSG00000207757.1,ENSG00000207757,MIR93,NA
ENSG00000207864.3,ENSG00000207864,MIR27B,NA
ENSG00000207870.1,ENSG00000207870,MIR221,NA
ENSG00000207951.1,ENSG00000207951,MIR561,NA
ENSG00000208000.1,ENSG00000208000,MIR509-1,NA
ENSG00000208017.3,ENSG00000208017,MIR140,NA
ENSG00000208028.1,ENSG00000208028,MIR616,NA
ENSG00000208772.1,ENSG00000208772,SNORD94,NA
ENSG00000209082.1,ENSG00000209082,MT-TL1,NA
ENSG00000210049.1,ENSG00000210049,MT-TF,NA
ENSG00000210082.2,ENSG00000210082,MT-RNR2,NA
ENSG00000210140.1,ENSG00000210140,MT-TC,NA
ENSG00000210144.1,ENSG00000210144,MT-TY,NA
ENSG00000210191.1,ENSG00000210191,MT-TL2,NA
ENSG00000210195.2,ENSG00000210195,MT-TT,NA
ENSG00000210196.2,ENSG00000210196,MT-TP,NA
ENSG00000210741.1,ENSG00000210741,MIR196A1,NA
ENSG00000211445.12,ENSG00000211445,GPX3,NA
ENSG00000211448.13,ENSG00000211448,DIO2,NA
ENSG00000211450.10,ENSG00000211450,SELENOH,NA
ENSG00000211451.12,ENSG00000211451,GNRHR2,NA
ENSG00000211452.11,ENSG00000211452,DIO1,NA
ENSG00000211454.15,ENSG00000211454,AKR7L,NA
ENSG00000211455.8,ENSG00000211455,STK38L,NA
ENSG00000211456.13,ENSG00000211456,SACM1L,NA
ENSG00000211459.2,ENSG00000211459,MT-RNR1,NA
ENSG00000211460.12,ENSG00000211460,TSN,NA
ENSG00000211584.14,ENSG00000211584,SLC48A1,NA
ENSG00000211592.8,ENSG00000211592,IGKC,NA
ENSG00000211593.2,ENSG00000211593,IGKJ5,NA
ENSG00000211594.2,ENSG00000211594,IGKJ4,NA
ENSG00000211595.2,ENSG00000211595,IGKJ3,NA
ENSG00000211597.2,ENSG00000211597,IGKJ1,NA
ENSG00000211598.2,ENSG00000211598,IGKV4-1,NA
ENSG00000211599.2,ENSG00000211599,IGKV5-2,NA
ENSG00000211611.2,ENSG00000211611,IGKV6-21,NA
ENSG00000211625.2,ENSG00000211625,IGKV3D-20,NA
ENSG00000211632.4,ENSG00000211632,IGKV3D-11,NA
ENSG00000211633.3,ENSG00000211633,IGKV1D-42,NA
ENSG00000211637.2,ENSG00000211637,IGLV4-69,NA
ENSG00000211638.2,ENSG00000211638,IGLV8-61,NA
ENSG00000211639.2,ENSG00000211639,IGLV4-60,NA
ENSG00000211640.4,ENSG00000211640,IGLV6-57,NA
ENSG00000211642.3,ENSG00000211642,IGLV10-54,NA
ENSG00000211644.3,ENSG00000211644,IGLV1-51,NA
ENSG00000211645.2,ENSG00000211645,IGLV1-50,NA
ENSG00000211647.1,ENSG00000211647,IGLV5-48,NA
ENSG00000211648.2,ENSG00000211648,IGLV1-47,NA
ENSG00000211649.3,ENSG00000211649,IGLV7-46,NA
ENSG00000211650.2,ENSG00000211650,IGLV5-45,NA
ENSG00000211651.3,ENSG00000211651,IGLV1-44,NA
ENSG00000211652.2,ENSG00000211652,IGLV7-43,NA
ENSG00000211653.2,ENSG00000211653,IGLV1-40,NA
ENSG00000211654.2,ENSG00000211654,IGLV5-37,NA
ENSG00000211655.3,ENSG00000211655,IGLV1-36,NA
ENSG00000211656.3,ENSG00000211656,IGLV2-33,NA
ENSG00000211657.3,ENSG00000211657,IGLV3-32,NA
ENSG00000211658.2,ENSG00000211658,IGLV3-27,NA
ENSG00000211659.2,ENSG00000211659,IGLV3-25,NA
ENSG00000211660.3,ENSG00000211660,IGLV2-23,NA
ENSG00000211662.2,ENSG00000211662,IGLV3-21,NA
ENSG00000211663.2,ENSG00000211663,IGLV3-19,NA
ENSG00000211664.3,ENSG00000211664,IGLV2-18,NA
ENSG00000211665.3,ENSG00000211665,IGLV3-16,NA
ENSG00000211666.2,ENSG00000211666,IGLV2-14,NA
ENSG00000211667.3,ENSG00000211667,IGLV3-12,NA
ENSG00000211668.2,ENSG00000211668,IGLV2-11,NA
ENSG00000211669.3,ENSG00000211669,IGLV3-10,NA
ENSG00000211670.2,ENSG00000211670,IGLV3-9,NA
ENSG00000211672.2,ENSG00000211672,IGLV4-3,NA
ENSG00000211673.2,ENSG00000211673,IGLV3-1,NA
ENSG00000211676.2,ENSG00000211676,IGLJ2,NA
ENSG00000211677.2,ENSG00000211677,IGLC2,NA
ENSG00000211679.2,ENSG00000211679,IGLC3,NA
ENSG00000211683.3,ENSG00000211683,AP000346.1,NA
ENSG00000211685.3,ENSG00000211685,IGLC7,NA
ENSG00000211689.7,ENSG00000211689,TRGC1,NA
ENSG00000211694.2,ENSG00000211694,TRGV10,NA
ENSG00000211695.2,ENSG00000211695,TRGV9,NA
ENSG00000211696.2,ENSG00000211696,TRGV8,NA
ENSG00000211697.4,ENSG00000211697,TRGV5,NA
ENSG00000211698.2,ENSG00000211698,TRGV4,NA
ENSG00000211699.2,ENSG00000211699,TRGV3,NA
ENSG00000211706.2,ENSG00000211706,TRBV6-1,NA
ENSG00000211710.3,ENSG00000211710,TRBV4-1,NA
ENSG00000211713.3,ENSG00000211713,TRBV6-4,NA
ENSG00000211714.3,ENSG00000211714,TRBV7-3,NA
ENSG00000211716.2,ENSG00000211716,TRBV9,NA
ENSG00000211721.2,ENSG00000211721,TRBV6-5,NA
ENSG00000211724.3,ENSG00000211724,TRBV6-6,NA
ENSG00000211725.3,ENSG00000211725,TRBV5-5,NA
ENSG00000211727.3,ENSG00000211727,TRBV7-6,NA
ENSG00000211728.2,ENSG00000211728,TRBV5-6,NA
ENSG00000211734.3,ENSG00000211734,TRBV5-1,NA
ENSG00000211745.3,ENSG00000211745,TRBV4-2,NA
ENSG00000211746.3,ENSG00000211746,TRBV19,NA
ENSG00000211747.3,ENSG00000211747,TRBV20-1,NA
ENSG00000211750.2,ENSG00000211750,TRBV24-1,NA
ENSG00000211751.9,ENSG00000211751,TRBC1,NA
ENSG00000211752.3,ENSG00000211752,TRBV27,NA
ENSG00000211753.4,ENSG00000211753,TRBV28,NA
ENSG00000211772.11,ENSG00000211772,TRBC2,NA
ENSG00000211776.2,ENSG00000211776,TRAV2,NA
ENSG00000211777.2,ENSG00000211777,TRAV3,NA
ENSG00000211778.2,ENSG00000211778,TRAV4,NA
ENSG00000211779.3,ENSG00000211779,TRAV5,NA
ENSG00000211780.3,ENSG00000211780,TRAV6,NA
ENSG00000211782.2,ENSG00000211782,TRAV8-1,NA
ENSG00000211784.2,ENSG00000211784,TRAV10,NA
ENSG00000211785.1,ENSG00000211785,TRAV12-1,NA
ENSG00000211786.3,ENSG00000211786,TRAV8-2,NA
ENSG00000211787.1,ENSG00000211787,TRAV8-3,NA
ENSG00000211788.2,ENSG00000211788,TRAV13-1,NA
ENSG00000211789.2,ENSG00000211789,TRAV12-2,NA
ENSG00000211790.2,ENSG00000211790,TRAV8-4,NA
ENSG00000211791.2,ENSG00000211791,TRAV13-2,NA
ENSG00000211792.2,ENSG00000211792,TRAV14DV4,NA
ENSG00000211793.2,ENSG00000211793,TRAV9-2,NA
ENSG00000211794.3,ENSG00000211794,TRAV12-3,NA
ENSG00000211795.3,ENSG00000211795,TRAV8-6,NA
ENSG00000211796.1,ENSG00000211796,TRAV16,NA
ENSG00000211797.2,ENSG00000211797,TRAV17,NA
ENSG00000211799.3,ENSG00000211799,TRAV19,NA
ENSG00000211800.3,ENSG00000211800,TRAV20,NA
ENSG00000211801.3,ENSG00000211801,TRAV21,NA
ENSG00000211802.3,ENSG00000211802,TRAV22,NA
ENSG00000211803.2,ENSG00000211803,TRAV23DV6,NA
ENSG00000211804.3,ENSG00000211804,TRDV1,NA
ENSG00000211805.1,ENSG00000211805,TRAV24,NA
ENSG00000211806.2,ENSG00000211806,TRAV25,NA
ENSG00000211807.3,ENSG00000211807,TRAV26-1,NA
ENSG00000211809.2,ENSG00000211809,TRAV27,NA
ENSG00000211810.3,ENSG00000211810,TRAV29DV5,NA
ENSG00000211812.1,ENSG00000211812,TRAV26-2,NA
ENSG00000211814.1,ENSG00000211814,TRAV35,NA
ENSG00000211815.3,ENSG00000211815,TRAV36DV7,NA
ENSG00000211817.2,ENSG00000211817,TRAV38-2DV8,NA
ENSG00000211818.1,ENSG00000211818,TRAV39,NA
ENSG00000211820.1,ENSG00000211820,TRAV41,NA
ENSG00000211821.2,ENSG00000211821,TRDV2,NA
ENSG00000211829.9,ENSG00000211829,TRDC,NA
ENSG00000211890.4,ENSG00000211890,IGHA2,NA
ENSG00000211891.6,ENSG00000211891,IGHE,NA
ENSG00000211892.4,ENSG00000211892,IGHG4,NA
ENSG00000211893.4,ENSG00000211893,IGHG2,NA
ENSG00000211895.5,ENSG00000211895,IGHA1,NA
ENSG00000211896.7,ENSG00000211896,IGHG1,NA
ENSG00000211897.9,ENSG00000211897,IGHG3,NA
ENSG00000211898.7,ENSG00000211898,IGHD,NA
ENSG00000211899.10,ENSG00000211899,IGHM,NA
ENSG00000211900.2,ENSG00000211900,IGHJ6,NA
ENSG00000211904.2,ENSG00000211904,IGHJ2,NA
ENSG00000211905.1,ENSG00000211905,IGHJ1,NA
ENSG00000211933.2,ENSG00000211933,IGHV6-1,NA
ENSG00000211934.3,ENSG00000211934,IGHV1-2,NA
ENSG00000211935.3,ENSG00000211935,IGHV1-3,NA
ENSG00000211937.3,ENSG00000211937,IGHV2-5,NA
ENSG00000211938.2,ENSG00000211938,IGHV3-7,NA
ENSG00000211941.3,ENSG00000211941,IGHV3-11,NA
ENSG00000211942.3,ENSG00000211942,IGHV3-13,NA
ENSG00000211943.2,ENSG00000211943,IGHV3-15,NA
ENSG00000211945.2,ENSG00000211945,IGHV1-18,NA
ENSG00000211946.3,ENSG00000211946,IGHV3-20,NA
ENSG00000211947.2,ENSG00000211947,IGHV3-21,NA
ENSG00000211949.3,ENSG00000211949,IGHV3-23,NA
ENSG00000211950.2,ENSG00000211950,IGHV1-24,NA
ENSG00000211951.2,ENSG00000211951,IGHV2-26,NA
ENSG00000211952.3,ENSG00000211952,IGHV4-28,NA
ENSG00000211955.2,ENSG00000211955,IGHV3-33,NA
ENSG00000211956.2,ENSG00000211956,IGHV4-34,NA
ENSG00000211957.2,ENSG00000211957,IGHV3-35,NA
ENSG00000211958.2,ENSG00000211958,IGHV3-38,NA
ENSG00000211959.2,ENSG00000211959,IGHV4-39,NA
ENSG00000211961.3,ENSG00000211961,IGHV1-45,NA
ENSG00000211962.2,ENSG00000211962,IGHV1-46,NA
ENSG00000211964.3,ENSG00000211964,IGHV3-48,NA
ENSG00000211965.4,ENSG00000211965,IGHV3-49,NA
ENSG00000211966.2,ENSG00000211966,IGHV5-51,NA
ENSG00000211967.3,ENSG00000211967,IGHV3-53,NA
ENSG00000211968.3,ENSG00000211968,IGHV1-58,NA
ENSG00000211970.3,ENSG00000211970,IGHV4-61,NA
ENSG00000211972.2,ENSG00000211972,IGHV3-66,NA
ENSG00000211973.2,ENSG00000211973,IGHV1-69,NA
ENSG00000211974.3,ENSG00000211974,IGHV2-70D,NA
ENSG00000211976.2,ENSG00000211976,IGHV3-73,NA
ENSG00000211978.2,ENSG00000211978,IGHV5-78,NA
ENSG00000211979.2,ENSG00000211979,IGHV7-81,NA
ENSG00000212014.1,ENSG00000212014,MIR509-3,NA
ENSG00000212123.4,ENSG00000212123,PRR22,NA
ENSG00000212124.2,ENSG00000212124,TAS2R19,NA
ENSG00000212125.2,ENSG00000212125,TAS2R15P,NA
ENSG00000212127.6,ENSG00000212127,TAS2R14,NA
ENSG00000212175.1,ENSG00000212175,AC015982.1,NA
ENSG00000212232.1,ENSG00000212232,SNORD17,NA
ENSG00000212237.1,ENSG00000212237,RNA5SP18,NA
ENSG00000212242.1,ENSG00000212242,RNA5SP219,NA
ENSG00000212283.1,ENSG00000212283,SNORD89,NA
ENSG00000212327.1,ENSG00000212327,RNU6-882P,NA
ENSG00000212388.1,ENSG00000212388,RNU6-796P,NA
ENSG00000212391.1,ENSG00000212391,AC073149.1,NA
ENSG00000212443.1,ENSG00000212443,SNORA53,NA
ENSG00000212452.1,ENSG00000212452,SNORD69,NA
ENSG00000212460.1,ENSG00000212460,RNU6-460P,NA
ENSG00000212479.2,ENSG00000212479,U3,NA
ENSG00000212493.1,ENSG00000212493,SNORD19,NA
ENSG00000212541.1,ENSG00000212541,RNU6-510P,NA
ENSG00000212607.1,ENSG00000212607,SNORA3B,NA
ENSG00000212657.1,ENSG00000212657,KRTAP16-1,NA
ENSG00000212664.5,ENSG00000212664,AC064799.1,NA
ENSG00000212694.8,ENSG00000212694,LINC01089,NA
ENSG00000212695.5,ENSG00000212695,AL583805.1,NA
ENSG00000212719.13,ENSG00000212719,LINC02693,NA
ENSG00000212724.3,ENSG00000212724,KRTAP2-3,NA
ENSG00000212743.2,ENSG00000212743,LINC02656,NA
ENSG00000212747.5,ENSG00000212747,RTL8B,NA
ENSG00000212766.9,ENSG00000212766,EWSAT1,NA
ENSG00000212769.5,ENSG00000212769,HMGN2P8,NA
ENSG00000212789.4,ENSG00000212789,ST13P5,NA
ENSG00000212802.4,ENSG00000212802,RPL15P3,NA
ENSG00000212807.2,ENSG00000212807,OR2A42,NA
ENSG00000212829.8,ENSG00000212829,RPS26P3,NA
ENSG00000212864.3,ENSG00000212864,RNF208,NA
ENSG00000212907.2,ENSG00000212907,MT-ND4L,NA
ENSG00000212916.4,ENSG00000212916,MAP10,NA
ENSG00000212978.6,ENSG00000212978,AC016747.1,NA
ENSG00000212993.5,ENSG00000212993,POU5F1B,NA
ENSG00000212994.5,ENSG00000212994,RPS26P6,NA
ENSG00000213013.4,ENSG00000213013,RPS15AP36,NA
ENSG00000213014.3,ENSG00000213014,VN2R17P,NA
ENSG00000213015.9,ENSG00000213015,ZNF580,NA
ENSG00000213018.2,ENSG00000213018,PABPN1P1,NA
ENSG00000213020.10,ENSG00000213020,ZNF611,NA
ENSG00000213023.11,ENSG00000213023,SYT3,NA
ENSG00000213024.12,ENSG00000213024,NUP62,NA
ENSG00000213025.2,ENSG00000213025,COX20P1,NA
ENSG00000213036.3,ENSG00000213036,AL445305.1,NA
ENSG00000213047.13,ENSG00000213047,DENND1B,NA
ENSG00000213057.5,ENSG00000213057,C1orf220,NA
ENSG00000213058.3,ENSG00000213058,AL365357.1,NA
ENSG00000213060.4,ENSG00000213060,AL031864.1,NA
ENSG00000213062.5,ENSG00000213062,Z99572.1,NA
ENSG00000213064.10,ENSG00000213064,SFT2D2,NA
ENSG00000213066.13,ENSG00000213066,CEP43,NA
ENSG00000213071.11,ENSG00000213071,LPAL2,NA
ENSG00000213075.7,ENSG00000213075,RPL31P11,NA
ENSG00000213079.10,ENSG00000213079,SCAF8,NA
ENSG00000213080.3,ENSG00000213080,AL354714.2,NA
ENSG00000213082.3,ENSG00000213082,PPP1R14BP2,NA
ENSG00000213085.10,ENSG00000213085,CFAP45,NA
ENSG00000213087.3,ENSG00000213087,AL356535.1,NA
ENSG00000213088.12,ENSG00000213088,ACKR1,NA
ENSG00000213089.4,ENSG00000213089,PDCL3P5,NA
ENSG00000213090.2,ENSG00000213090,SCYL2P1,NA
ENSG00000213096.11,ENSG00000213096,ZNF254,NA
ENSG00000213104.3,ENSG00000213104,NPM1P46,NA
ENSG00000213123.11,ENSG00000213123,TCTEX1D2,NA
ENSG00000213130.3,ENSG00000213130,EEF1DP5,NA
ENSG00000213131.3,ENSG00000213131,YWHAZP4,NA
ENSG00000213139.8,ENSG00000213139,CRYGS,NA
ENSG00000213144.2,ENSG00000213144,AC084880.1,NA
ENSG00000213145.10,ENSG00000213145,CRIP1,NA
ENSG00000213149.3,ENSG00000213149,CNN2P9,NA
ENSG00000213152.5,ENSG00000213152,RPL7AP60,NA
ENSG00000213160.10,ENSG00000213160,KLHL23,NA
ENSG00000213169.3,ENSG00000213169,AC069218.1,NA
ENSG00000213171.3,ENSG00000213171,LINGO4,NA
ENSG00000213178.3,ENSG00000213178,RPL22P1,NA
ENSG00000213185.7,ENSG00000213185,FAM24B,NA
ENSG00000213186.8,ENSG00000213186,TRIM59,NA
ENSG00000213188.3,ENSG00000213188,YBX1P4,NA
ENSG00000213189.5,ENSG00000213189,BTF3L4P2,NA
ENSG00000213190.4,ENSG00000213190,MLLT11,NA
ENSG00000213197.3,ENSG00000213197,NUDCP1,NA
ENSG00000213199.8,ENSG00000213199,ASIC3,NA
ENSG00000213203.3,ENSG00000213203,GIMAP1,NA
ENSG00000213204.8,ENSG00000213204,AL049697.1,NA
ENSG00000213212.3,ENSG00000213212,NCLP1,NA
ENSG00000213213.14,ENSG00000213213,CCDC183,NA
ENSG00000213214.5,ENSG00000213214,ARHGEF35,NA
ENSG00000213215.5,ENSG00000213215,OR2F1,NA
ENSG00000213221.5,ENSG00000213221,DNLZ,NA
ENSG00000213222.3,ENSG00000213222,TOMM40P4,NA
ENSG00000213225.7,ENSG00000213225,NOC2LP1,NA
ENSG00000213228.5,ENSG00000213228,RPL12P38,NA
ENSG00000213235.3,ENSG00000213235,EEF1A1P16,NA
ENSG00000213236.3,ENSG00000213236,YWHAZP2,NA
ENSG00000213237.4,ENSG00000213237,PTMAP10,NA
ENSG00000213239.3,ENSG00000213239,NPM1P32,NA
ENSG00000213250.5,ENSG00000213250,RBMS2P1,NA
ENSG00000213253.5,ENSG00000213253,RPL12P42,NA
ENSG00000213260.3,ENSG00000213260,YWHAZP5,NA
ENSG00000213261.3,ENSG00000213261,EEF1B2P6,NA
ENSG00000213272.5,ENSG00000213272,RPL7AP9,NA
ENSG00000213277.3,ENSG00000213277,MARCKSL1P1,NA
ENSG00000213279.2,ENSG00000213279,Z97192.2,NA
ENSG00000213280.2,ENSG00000213280,AC090114.1,NA
ENSG00000213281.5,ENSG00000213281,NRAS,NA
ENSG00000213290.4,ENSG00000213290,PGK1P2,NA
ENSG00000213293.4,ENSG00000213293,AC012618.1,NA
ENSG00000213300.5,ENSG00000213300,HNRNPA3P6,NA
ENSG00000213303.3,ENSG00000213303,AC008481.1,NA
ENSG00000213304.3,ENSG00000213304,AC008481.2,NA
ENSG00000213309.3,ENSG00000213309,RPL9P18,NA
ENSG00000213312.3,ENSG00000213312,RPL7AP34,NA
ENSG00000213315.5,ENSG00000213315,AL122020.1,NA
ENSG00000213316.10,ENSG00000213316,LTC4S,NA
ENSG00000213326.4,ENSG00000213326,RPS7P11,NA
ENSG00000213331.4,ENSG00000213331,AC108073.1,NA
ENSG00000213337.9,ENSG00000213337,ANKRD39,NA
ENSG00000213339.9,ENSG00000213339,QTRT1,NA
ENSG00000213341.11,ENSG00000213341,CHUK,NA
ENSG00000213347.10,ENSG00000213347,MXD3,NA
ENSG00000213352.3,ENSG00000213352,GAPDHP44,NA
ENSG00000213355.3,ENSG00000213355,CNN2P8,NA
ENSG00000213362.3,ENSG00000213362,FTH1P12,NA
ENSG00000213366.13,ENSG00000213366,GSTM2,NA
ENSG00000213371.4,ENSG00000213371,NAP1L1P3,NA
ENSG00000213373.7,ENSG00000213373,LINC00671,NA
ENSG00000213376.4,ENSG00000213376,GAPDHP71,NA
ENSG00000213380.16,ENSG00000213380,COG8,NA
ENSG00000213385.3,ENSG00000213385,AC105052.2,NA
ENSG00000213390.11,ENSG00000213390,ARHGAP19,NA
ENSG00000213394.3,ENSG00000213394,RPSAP46,NA
ENSG00000213397.10,ENSG00000213397,HAUS7,NA
ENSG00000213398.8,ENSG00000213398,LCAT,NA
ENSG00000213399.3,ENSG00000213399,RPS2P17,NA
ENSG00000213406.3,ENSG00000213406,ANXA2P1,NA
ENSG00000213409.4,ENSG00000213409,C1QBPP2,NA
ENSG00000213411.2,ENSG00000213411,RBM22P2,NA
ENSG00000213413.2,ENSG00000213413,PVRIG,NA
ENSG00000213420.8,ENSG00000213420,GPC2,NA
ENSG00000213424.9,ENSG00000213424,KRT222,NA
ENSG00000213430.6,ENSG00000213430,HSPD1P1,NA
ENSG00000213432.2,ENSG00000213432,RPL17P34,NA
ENSG00000213433.5,ENSG00000213433,RPLP1P6,NA
ENSG00000213442.5,ENSG00000213442,RPL18AP3,NA
ENSG00000213445.10,ENSG00000213445,SIPA1,NA
ENSG00000213453.3,ENSG00000213453,FTH1P3,NA
ENSG00000213455.3,ENSG00000213455,PPIAP82,NA
ENSG00000213462.5,ENSG00000213462,ERV3-1,NA
ENSG00000213463.5,ENSG00000213463,SYNJ2BP,NA
ENSG00000213465.8,ENSG00000213465,ARL2,NA
ENSG00000213468.7,ENSG00000213468,FIRRE,NA
ENSG00000213483.4,ENSG00000213483,NDUFAF4P2,NA
ENSG00000213492.2,ENSG00000213492,NT5C3AP1,NA
ENSG00000213509.4,ENSG00000213509,PPIAP16,NA
ENSG00000213512.3,ENSG00000213512,GBP7,NA
ENSG00000213513.3,ENSG00000213513,IMPDH1P5,NA
ENSG00000213514.2,ENSG00000213514,AL731556.1,NA
ENSG00000213516.10,ENSG00000213516,RBMXL1,NA
ENSG00000213519.2,ENSG00000213519,AC132008.1,NA
ENSG00000213523.10,ENSG00000213523,SRA1,NA
ENSG00000213529.3,ENSG00000213529,AL359073.1,NA
ENSG00000213533.13,ENSG00000213533,STIMATE,NA
ENSG00000213538.5,ENSG00000213538,KRT8P41,NA
ENSG00000213539.4,ENSG00000213539,YBX1P6,NA
ENSG00000213542.3,ENSG00000213542,AC007000.1,NA
ENSG00000213551.7,ENSG00000213551,DNAJC9,NA
ENSG00000213553.4,ENSG00000213553,RPLP0P6,NA
